job_title,salary_estimate,rating,company_name,location,latitude,longitude,headquarters,size,type_of_ownership,industry,sector,revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data,job_simp,seniority
Data Scientist,80-132 ,4.2,UST Global,"Atlanta, GA",33.7489924,-84.3902644,"Aliso Viejo, CA",10000+ employees,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),80,132,106, GA,0,21,1,1,1,1,1,0,1,data scientist,na
Data Scientist,80-132 ,3.2,IMG Systems,"Plano, TX",33.0136764,-96.6925096,"Plano, TX",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),80,132,106, TX,1,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,3.4,Trident Systems Inc,"Fairfax, VA",38.8462236,-77.3063733,"Fairfax, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),80,132,106, VA,1,35,0,0,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,4.7,"Tygart Technology, Inc","Washington, DC",38.8950368,-77.0365427,"Fairmont, WV",1 to 50 employees,Company - Private,-1,-1,$1 to $5 million (USD),80,132,106, DC,0,-1,1,1,1,0,0,0,1,data scientist,na
Senior Data Scientist,87-141 ,4.2,ManTech,"Alexandria, VA",38.8051095,-77.0470229,"Herndon, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),87,141,114, VA,0,52,1,0,1,1,0,1,1,data scientist,senior
Data Scientist,87-141 ,0.0,"GrainBridge, LLC","Omaha, NE",41.2587459,-95.9383758,-1,-1,-1,-1,-1,-1,87,141,114, NE,0,-1,1,1,0,0,1,0,1,data scientist,na
Data Scientist,87-141 ,3.2,First Health Group,"Wellesley, MA",42.2964859,-71.2925571,"Bethesda, MD",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),87,141,114, MA,0,167,0,0,0,0,0,0,0,data scientist,na
Data Scientist,87-141 ,0.0,Sprezzatura Management Consulting,"Washington, VA",36.740236,-81.9421666,"McLean, VA",Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,87,141,114, VA,0,-1,0,1,0,0,0,0,0,data scientist,na
Data Scientist,87-141 ,2.8,"Progress Rail, A Caterpillar Company","Fort Worth, TX",32.753177,-97.3327459,"Albertville, AL",1001 to 5000 employees,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion (USD),87,141,114, TX,0,37,1,1,0,0,1,0,0,data scientist,na
Data Scientist,87-141 ,4.2,UST Global,"Atlanta, GA",33.7489924,-84.3902644,"Aliso Viejo, CA",10000+ employees,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),87,141,114, GA,0,21,1,1,1,1,1,0,1,data scientist,na
Data Scientist,87-141 ,4.5,Axiologic Solutions,"Alexandria, VA",38.8051095,-77.0470229,"Fairfax, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,87,141,114, VA,0,11,0,0,0,0,1,0,0,data scientist,na
Data Scientist,87-141 ,3.0,Indigo Slate,"Bellevue, WA",47.6144219,-122.192337,"Bellevue, WA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),87,141,114, WA,1,14,1,0,0,1,0,0,0,data scientist,na
Data Scientist,87-141 ,3.3,Cubic,United States,39.7837304,-100.445882,"San Diego, CA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),87,141,114,US,0,69,1,1,1,0,0,0,0,data scientist,na
Data Scientist,87-141 ,4.0,Advanced Bio-Logic Solutions Corp,"Thousand Oaks, CA",34.1705609,-118.8375937,"Westlake Village, CA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),87,141,114, CA,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Engineer,87-141 ,3.5,Alignment Healthcare,"Orange, CA",33.7500378,-117.8704931,"Orange, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,87,141,114, CA,1,7,0,1,1,1,1,1,0,data engineer,na
Data Scientist,87-141 ,3.5,WGSN,"Baltimore, MD",39.2908816,-76.610759,"New York, NY",1 to 50 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),87,141,114, MD,0,22,1,1,1,1,0,1,0,data scientist,na
Data Scientist,87-141 ,3.6,"ISYS Technologies, Inc.","Herndon, VA",38.9695316,-77.3859479,"Littleton, CO",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),87,141,114, VA,0,30,1,0,1,1,0,1,0,data scientist,na
Data Scientist,87-141 ,3.0,TransVoyant,"Alexandria, VA",38.8051095,-77.0470229,"Alexandria, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,87,141,114, VA,1,8,0,0,1,1,0,0,0,data scientist,na
Data Scientist/Data Analytics Practitioner,87-141 ,4.0,Noblis,"Bridgeport, WV",39.2864787,-80.2561981,"Reston, VA",1001 to 5000 employees,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),87,141,114, WV,0,24,1,0,0,0,0,0,0,data scientist,na
Data Scientist,87-141 ,4.6,Murray Resources,"The Woodlands, TX",30.1734194,-95.504686,"Houston, TX",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),87,141,114, TX,0,32,1,1,1,0,0,1,0,data scientist,na
Data Scientist,87-141 ,4.3,Geotab,"Oakville, CA",43.447436,-79.666672,"Oakville, Canada",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),87,141,114, CA,0,20,1,1,0,1,0,0,1,data scientist,na
Data Scientist,87-141 ,4.7,CRS Group,"Chicago, IL",41.8755616,-87.6244212,"Itasca, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),87,141,114, IL,0,26,0,0,0,0,0,0,0,data scientist,na
Data Scientist,87-141 ,3.7,EGlobalTech,"Arlington, VA",38.8769326,-77.0893094,"Vienna, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,87,141,114, VA,0,16,1,1,0,0,1,0,0,data scientist,na
"Data Scientist, Kinship - NYC/Portland",92-155 ,3.9,Mars,"New York, NY",40.7127281,-74.0060152,"Mc Lean, VA",10000+ employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),92,155,123, NY,0,109,1,0,0,1,0,0,0,data scientist,na
Data Scientist,92-155 ,3.0,"Central Business Solutions, Inc","Seattle, WA",47.6038321,-122.330062,"Fremont, CA",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),92,155,123, WA,0,-1,1,1,1,1,1,0,0,data scientist,na
Data Scientist,92-155 ,2.5,KeHE Distributors,"Naperville, IL",41.7728699,-88.1479278,"Naperville, IL",5001 to 10000 employees,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,92,155,123, IL,1,66,1,1,1,1,1,1,1,data scientist,na
Data Scientist,92-155 ,3.5,Blackstone Talent Group,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),92,155,123, CA,1,22,1,0,0,0,1,0,0,data scientist,na
Data Scientist - TS/SCI Required,92-155 ,5.0,Phoenix Operations Group,"Baltimore, MD",39.2908816,-76.610759,"Woodbine, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),92,155,123, MD,0,9,1,0,0,1,0,0,1,data scientist,na
Data Scientist,92-155 ,0.0,Sophinea,"Chantilly, VA",38.8788355,-77.40221718011088,-1,1 to 50 employees,Unknown,-1,-1,Unknown / Non-Applicable,92,155,123, VA,0,-1,0,0,0,0,0,0,0,data scientist,na
Senior Data Scientist,92-155 ,3.5,Maxar Technologies,"Herndon, VA",38.9695316,-77.3859479,"Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92,155,123, VA,0,-1,1,1,0,0,0,0,1,data scientist,senior
Data Scientist,92-155 ,3.0,Moxie Software,"Bellevue, WA",47.6144219,-122.192337,"San Bruno, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,92,155,123, WA,0,21,1,0,1,1,0,0,0,data scientist,na
Data Scientist(s)/Machine Learning Engineer,92-155 ,5.0,Blue Horizon Tek Solutions,"New York, NY",40.7127281,-74.0060152,"Coconut Creek, FL",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,92,155,123, NY,0,33,1,1,0,0,0,0,0,data scientist,na
Data Scientist,92-155 ,4.7,Unicom Technologies INC,"Chicago, IL",41.8755616,-87.6244212,"Naperville, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,92,155,123, IL,0,-1,1,1,1,1,1,0,0,data scientist,na
Data Engineer,92-155 ,3.3,Americo Life,"Kansas City, MO",39.100105,-94.5781416,"Kansas City, MO",201 to 500 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),92,155,123, MO,1,28,1,1,1,1,1,0,0,data engineer,na
Data Scientist,92-155 ,3.3,Tokio Marine HCC,"Houston, TX",29.7589382,-95.3676974,"Houston, TX",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,92,155,123, TX,1,46,1,0,0,0,0,0,0,data scientist,na
Data Scientist,92-155 ,3.5,CACI International,"Chantilly, VA",38.8788355,-77.40221718011088,"Arlington, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92,155,123, VA,0,58,0,1,0,0,0,0,0,data scientist,na
"AI/ML - Machine Learning Scientist, Siri Understanding",92-155 ,4.1,Apple,"Santa Clara, CA",37.2333253,-121.6846349,"Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),92,155,123, CA,0,44,1,0,0,0,0,0,1,mle,na
Data Scientist,92-155 ,3.5,Maxar Technologies,"Herndon, VA",38.9695316,-77.3859479,"Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92,155,123, VA,0,-1,1,0,1,1,0,1,0,data scientist,na
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,92-155 ,3.9,Southwest Research Institute,"Oklahoma City, OK",35.4729886,-97.5170536,"San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),92,155,123, OK,0,73,1,1,0,0,0,0,0,na,na
Data Scientist,92-155 ,4.7,Compass Consulting Group,"Thousand Oaks, CA",34.1705609,-118.8375937,"Danville, CA",51 to 200 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,92,155,123, CA,0,12,1,0,0,0,0,0,0,data scientist,na
Data Science Software Engineer,92-155 ,4.8,Klaviyo,"Boston, MA",42.3554334,-71.060511,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,92,155,123, MA,1,8,1,0,0,0,0,0,0,na,na
"Scientist / Group Lead, Cancer Biology",92-155 ,0.0,Monte Rosa Therapeutics,"Cambridge, MA",42.3750997,-71.1056157,-1,-1,-1,-1,-1,-1,92,155,123, MA,0,-1,0,1,0,0,0,0,0,na,senior
AI Ops Data Scientist,92-155 ,4.0,AstraZeneca,"Gaithersburg, MD",39.1399187,-77.1929215,"Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),92,155,123, MD,0,107,1,0,1,1,1,0,0,data scientist,na
Senior Data Scientist,105-167 ,3.8,GutCheck,"Denver, CO",39.7392364,-104.984862,"Denver, CO",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),105,167,136, CO,1,11,0,0,0,0,0,0,0,data scientist,senior
Sr. ML/Data Scientist - AI/NLP/Chatbot,105-167 ,3.8,Juniper Networks,"Cupertino, CA",37.3228934,-122.0322895,"Sunnyvale, CA",5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),105,167,136, CA,0,24,1,1,0,1,1,0,0,data scientist,senior
Data Scientist,105-167 ,2.7,Hexagon US Federal,"Lexington Park, MD",38.281115099999994,-76.48411991370034,"Chantilly, VA",51 to 200 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,105,167,136, MD,0,10,0,1,0,0,1,0,0,data scientist,na
Data Scientist,105-167 ,4.0,Comtech Global Inc,"Washington, DC",38.8950368,-77.0365427,"Columbus, OH",51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),105,167,136, DC,0,-1,1,0,1,1,1,1,0,data scientist,na
Data Scientist,105-167 ,0.0,Berico Technologies,"Fort Belvoir, VA",38.72821225,-77.15098291295884,-1,-1,-1,-1,-1,-1,105,167,136, VA,0,-1,0,1,0,0,1,0,0,data scientist,na
Data Scientist,105-167 ,0.0,Kehe Food Distributors,"Naperville, IL",41.7728699,-88.1479278,-1,-1,-1,-1,-1,-1,105,167,136, IL,0,-1,1,1,1,1,1,1,1,data scientist,na
Data Scientist,105-167 ,3.8,"Aveshka, Inc.","Washington, DC",38.8950368,-77.0365427,"Arlington, VA",51 to 200 employees,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),105,167,136, DC,0,10,1,1,0,1,0,0,1,data scientist,na
Data Scientist,105-167 ,3.2,Perspecta,"Adelphi, MD",38.9983345,-76.97074096386194,"Chantilly, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,105,167,136, MD,0,2,1,0,1,0,0,0,1,data scientist,na
Data Scientist,105-167 ,0.0,Pactera Edge,"Redmond, WA",47.6694141,-122.1238767,-1,-1,-1,-1,-1,-1,105,167,136, WA,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,105-167 ,3.6,Qurate Retail Group,"West Chester, PA",39.9597213,-75.6059638,"West Chester, PA",10000+ employees,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,105,167,136, PA,1,-1,1,1,0,0,0,1,0,data scientist,na
Data Scientist,105-167 ,4.4,"SolutionIT, Inc.","Edison, NJ",40.518157,-74.4113926,"Wilmington, MA",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,105,167,136, NJ,0,-1,0,0,0,0,0,0,0,data scientist,na
Data Scientist,105-167 ,4.1,A-Line Staffing Solutions,"Durham, NC",35.996653,-78.9018053,"Utica, MI",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,105,167,136, NC,0,16,1,0,1,1,0,0,1,data scientist,na
Data Scientist,105-167 ,0.0,Clear Ridge Defense,"Quantico, VA",38.5228755,-77.29018630447861,"Baltimore, MD",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,105,167,136, VA,0,-1,1,0,1,0,0,0,0,data scientist,na
Data Scientist,105-167 ,3.8,"Criterion Systems, Inc.","Vienna, VA",38.9013729,-77.2651762,"Vienna, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),105,167,136, VA,1,15,1,1,0,0,0,0,0,data scientist,na
Data Scientist,105-167 ,4.0,Foundation Medicine,"Boston, MA",42.3554334,-71.060511,"Cambridge, MA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),105,167,136, MA,0,10,1,0,0,0,0,0,0,data scientist,na
Data Scientist,105-167 ,3.6,TRANZACT,"Fort Lee, NJ",40.8509333,-73.9701382,"Fort Lee, NJ",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,105,167,136, NJ,1,31,1,1,1,0,0,1,1,data scientist,na
Data Scientist,105-167 ,0.0,JKGT,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,105,167,136, CA,0,-1,0,0,0,0,0,0,0,data scientist,na
Data Scientist,105-167 ,0.0,AccessHope,"Irwindale, CA",34.1069927,-117.934214,-1,-1,-1,-1,-1,-1,105,167,136, CA,0,-1,1,1,1,0,0,1,0,data scientist,na
Data Scientist,105-167 ,5.0,ChaTeck Incorporated,"San Francisco, CA",37.7790262,-122.419906,"Santa Clara, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),105,167,136, CA,0,-1,1,0,1,1,0,0,1,data scientist,na
Data Scientist,105-167 ,2.7,1-800-Flowers,"New York, NY",40.7127281,-74.0060152,"Carle Place, NY",1001 to 5000 employees,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),105,167,136, NY,0,44,1,1,0,0,0,1,0,data scientist,na
